Directory,Filename,BarcodeLocation,BarcodeCity,BarcodeState,ProcessRekognition,Colour,Rating,Orientation,Tags
\HJMILPQY6Fp,HJMILPQY6Fp 080.JPG,350,,,FALSE,,,Landscape,
\HJMILPQY6Fp,HJMILPQY6Fp 081.JPG,350,,,FALSE,,,Landscape,
\HJMILPQY6Fp,HJMILPQY6Fp 082.JPG,350,,,FALSE,,,Landscape,
\HJMILPQY6Fp,HJMILPQY6Fp 083.JPG,350,,,FALSE,,,Landscape,
\HJMILPQY6Fp,HJMILPQY6Fp 084.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Fp,HJMILPQY6Fp 085.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Fp,HJMILPQY6Fp 086.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Fp,HJMILPQY6Fp 087.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Fp,HJMILPQY6Fp 088.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Fp,HJMILPQY6Fp 089.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Fp,HJMILPQY6Fp 090.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Fp,HJMILPQY6Fp 091.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Fp,HJMILPQY6Fp 092.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Fp,HJMILPQY6Fp 093.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Fp,HJMILPQY6Fp 094.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Fp,HJMILPQY6Fp 095.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Fp,HJMILPQY6Fp 096.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Fp,HJMILPQY6Fp 097.JPG,350,,,FALSE,,,Landscape,
\HJMILPQY6Fp,HJMILPQY6Fp 098.JPG,350,,,FALSE,,,Landscape,
\HJMILPQY6Fp,HJMILPQY6Fp 099.JPG,350,,,FALSE,,,Landscape,
\HJMILPQY6Fp,HJMILPQY6Fp 100.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Fp,HJMILPQY6Fp 101.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Fp,HJMILPQY6Fp 102.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Fp,HJMILPQY6Fp 103.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Fp,HJMILPQY6Fp 104.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Fp,HJMILPQY6Fp 105.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Fp,HJMILPQY6Fp 106.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Fp,HJMILPQY6Fp 107.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Fp,HJMILPQY6Fp 108.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Fp,HJMILPQY6Fp 109.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Fp,HJMILPQY6Fp 110.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Fp,HJMILPQY6Fp 111.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Fp,HJMILPQY6Fp 112.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Fp,HJMILPQY6Fp 113.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Fp,HJMILPQY6Fp 114.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Fp,HJMILPQY6Fp 115.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Fp,HJMILPQY6Fp 116.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Fp,HJMILPQY6Fp 117.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Fp,HJMILPQY6Fp 118.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Fp,HJMILPQY6Fp 119.JPG,350,,,FALSE,,,Landscape,
\HJMILPQY6Fp,HJMILPQY6Fp 120.JPG,350,,,FALSE,,,Landscape,
\HJMILPQY6Fp,HJMILPQY6Fp 121.JPG,350,,,FALSE,,,Landscape,
\HJMILPQY6Fp,HJMILPQY6Fp 122.JPG,350,,,FALSE,,,Landscape,
\HJMILPQY6Fp,HJMILPQY6Fp 123.JPG,350,,,FALSE,,,Landscape,
\HJMILPQY6Fp,HJMILPQY6Fp 124.JPG,350,,,FALSE,,,Landscape,
\HJMILPQY6Fp,HJMILPQY6Fp 125.JPG,350,,,FALSE,,,Landscape,
\HJMILPQY6Fp,HJMILPQY6Fp 126.JPG,350,,,FALSE,,,Landscape,
\HJMILPQY6Fp,HJMILPQY6Fp 127.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Fp,HJMILPQY6Fp 128.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Fp,HJMILPQY6Fp 129.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Fp,HJMILPQY6Fp 130.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Fp,HJMILPQY6Fp 131.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Fp,HJMILPQY6Fp 132.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Fp,HJMILPQY6Fp 133.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Fp,HJMILPQY6Fp 134.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Fp,HJMILPQY6Fp 135.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Fp,HJMILPQY6Fp 136.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Fp,HJMILPQY6Fp 137.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Fp,HJMILPQY6Fp 138.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Fp,HJMILPQY6Fp 139.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Fp,HJMILPQY6Fp 140.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Hp,HJMILPQY6Hp 001.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Hp,HJMILPQY6Hp 002.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Hp,HJMILPQY6Hp 003.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Hp,HJMILPQY6Hp 004.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Hp,HJMILPQY6Hp 005.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Hp,HJMILPQY6Hp 006.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Hp,HJMILPQY6Hp 007.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Hp,HJMILPQY6Hp 008.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Hp,HJMILPQY6Hp 009.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Hp,HJMILPQY6Hp 010.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Hp,HJMILPQY6Hp 011.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Hp,HJMILPQY6Hp 012.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Hp,HJMILPQY6Hp 013.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Hp,HJMILPQY6Hp 014.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Hp,HJMILPQY6Hp 015.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Hp,HJMILPQY6Hp 016.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Hp,HJMILPQY6Hp 017.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Hp,HJMILPQY6Hp 018.JPG,350,,,FALSE,,,Landscape,
\HJMILPQY6Hp,HJMILPQY6Hp 019.JPG,350,,,FALSE,,,Landscape,
\HJMILPQY6Hp,HJMILPQY6Hp 020.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Hp,HJMILPQY6Hp 021.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Hp,HJMILPQY6Hp 022.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Hp,HJMILPQY6Hp 023.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Hp,HJMILPQY6Hp 024.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Hp,HJMILPQY6Hp 025.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Hp,HJMILPQY6Hp 026.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Hp,HJMILPQY6Hp 027.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Hp,HJMILPQY6Hp 028.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Hp,HJMILPQY6Hp 029.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Hp,HJMILPQY6Hp 030.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Hp,HJMILPQY6Hp 031.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Hp,HJMILPQY6Hp 032.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Hp,HJMILPQY6Hp 033.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Hp,HJMILPQY6Hp 034.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Hp,HJMILPQY6Hp 035.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Hp,HJMILPQY6Hp 036.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Hp,HJMILPQY6Hp 037.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Hp,HJMILPQY6Hp 038.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Hp,HJMILPQY6Hp 039.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Hp,HJMILPQY6Hp 040.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Hp,HJMILPQY6Hp 041.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Hp,HJMILPQY6Hp 042.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Hp,HJMILPQY6Hp 043.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Hp,HJMILPQY6Hp 044.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Hp,HJMILPQY6Hp 045.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Hp,HJMILPQY6Hp 046.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Hp,HJMILPQY6Hp 047.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Hp,HJMILPQY6Hp 048.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Hp,HJMILPQY6Hp 049.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Hp,HJMILPQY6Hp 050.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Hp,HJMILPQY6Hp 051.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Hp,HJMILPQY6Hp 052.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Hp,HJMILPQY6Hp 053.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Hp,HJMILPQY6Hp 054.JPG,350,,,FALSE,,,Landscape,
\HJMILPQY6Hp,HJMILPQY6Hp 055.JPG,350,,,FALSE,,,Landscape,
\HJMILPQY6Hp,HJMILPQY6Hp 056.JPG,350,,,FALSE,,,Landscape,
\HJMILPQY6Hp,HJMILPQY6Hp 057.JPG,350,,,FALSE,,,Landscape,
\HJMILPQY6Hp,HJMILPQY6Hp 058.JPG,350,,,FALSE,,,Landscape,
\HJMILPQY6Hp,HJMILPQY6Hp 059.JPG,350,,,FALSE,,,Landscape,
\HJMILPQY6Hp,HJMILPQY6Hp 060.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Hp,HJMILPQY6Hp 061.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Hp,HJMILPQY6Hp 062.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Hp,HJMILPQY6Hp 063.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Hp,HJMILPQY6Hp 064.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Hp,HJMILPQY6Hp 065.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Hp,HJMILPQY6Hp 066.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Hp,HJMILPQY6Hp 067.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Hp,HJMILPQY6Hp 068.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Hp,HJMILPQY6Hp 069.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Hp,HJMILPQY6Hp 070.JPG,350,,,FALSE,,,Landscape,
\HJMILPQY6Hp,HJMILPQY6Hp 071.JPG,350,,,FALSE,,,Landscape,
\HJMILPQY6Hp,HJMILPQY6Hp 072.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Hp,HJMILPQY6Hp 073.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Hp,HJMILPQY6Hp 074.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Hp,HJMILPQY6Hp 075.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Hp,HJMILPQY6Hp 076.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Hp,HJMILPQY6Hp 077.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Hp,HJMILPQY6Hp 078.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Hp,HJMILPQY6Hp 079.JPG,350,,,FALSE,,,Landscape,
\HJMILPQY6Hp,HJMILPQY6Hp 080.JPG,350,,,FALSE,,,Landscape,
\HJMILPQY6Hp,HJMILPQY6Hp 081.JPG,350,,,FALSE,,,Landscape,
\HJMILPQY6Hp,HJMILPQY6Hp 082.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Hp,HJMILPQY6Hp 083.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Hp,HJMILPQY6Hp 084.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Hp,HJMILPQY6Hp 085.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Hp,HJMILPQY6Hp 086.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Hp,HJMILPQY6Hp 087.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Hp,HJMILPQY6Hp 088.JPG,350,,,FALSE,,,Landscape,
\HJMILPQY6Hp,HJMILPQY6Hp 089.JPG,350,,,FALSE,,,Landscape,
\HJMILPQY6Hp,HJMILPQY6Hp 090.JPG,350,,,FALSE,,,Landscape,
\HJMILPQY6Hp,HJMILPQY6Hp 091.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Hp,HJMILPQY6Hp 092.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Hp,HJMILPQY6Hp 093.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Hp,HJMILPQY6Hp 094.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Hp,HJMILPQY6Hp 095.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Hp,HJMILPQY6Hp 096.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Hp,HJMILPQY6Hp 097.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Hp,HJMILPQY6Hp 098.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Hp,HJMILPQY6Hp 099.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Hp,HJMILPQY6Hp 100.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Hp,HJMILPQY6Hp 101.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Hp,HJMILPQY6Hp 102.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Hp,HJMILPQY6Hp 103.JPG,350,,,FALSE,,,Landscape,
\HJMILPQY6Hp,HJMILPQY6Hp 104.JPG,350,,,FALSE,,,Landscape,
\HJMILPQY6Hp,HJMILPQY6Hp 105.JPG,350,,,FALSE,,,Landscape,
\HJMILPQY6Hp,HJMILPQY6Hp 106.JPG,350,,,FALSE,,,Landscape,
\HJMILPQY6Hp,HJMILPQY6Hp 107.JPG,350,,,FALSE,,,Landscape,
\HJMILPQY6Hp,HJMILPQY6Hp 108.JPG,350,,,FALSE,,,Landscape,
\HJMILPQY6Hp,HJMILPQY6Hp 109.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Hp,HJMILPQY6Hp 110.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Hp,HJMILPQY6Hp 111.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Hp,HJMILPQY6Hp 112.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Hp,HJMILPQY6Hp 113.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Hp,HJMILPQY6Hp 114.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Hp,HJMILPQY6Hp 115.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Hp,HJMILPQY6Hp 116.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Hp,HJMILPQY6Hp 117.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Hp,HJMILPQY6Hp 118.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Hp,HJMILPQY6Hp 119.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Hp,HJMILPQY6Hp 120.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Hp,HJMILPQY6Hp 121.JPG,350,,,FALSE,,,Landscape,
\HJMILPQY6Hp,HJMILPQY6Hp 122.JPG,350,,,FALSE,,,Landscape,
\HJMILPQY6Hp,HJMILPQY6Hp 123.JPG,350,,,FALSE,,,Landscape,
\HJMILPQY6Hp,HJMILPQY6Hp 124.JPG,350,,,FALSE,,,Landscape,
\HJMILPQY6Hp,HJMILPQY6Hp 125.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Hp,HJMILPQY6Hp 126.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Hp,HJMILPQY6Hp 127.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Hp,HJMILPQY6Hp 128.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Hp,HJMILPQY6Hp 129.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Hp,HJMILPQY6Hp 130.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Hp,HJMILPQY6Hp 131.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Hp,HJMILPQY6Hp 132.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Hp,HJMILPQY6Hp 133.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Hp,HJMILPQY6Hp 134.JPG,350,,,TRUE,Blue,,Portrait,
\HJMILPQY6Hp,HJMILPQY6Hp 135.JPG,350,,,FALSE,,,Landscape,
\HJMILPQY6Hp,HJMILPQY6Hp 136.JPG,350,,,FALSE,,,Landscape,
\HJMILPQY6Hp,HJMILPQY6Hp 137.JPG,350,,,FALSE,,,Landscape,
\HJMILPQY6Hp,HJMILPQY6Hp 138.JPG,350,,,FALSE,,,Landscape,
\HJMILPQY6Hp,HJMILPQY6Hp 139.JPG,350,,,FALSE,,,Landscape,
\HJMIRAQ6Fi,HJMIRAQ6Fi 001.JPG,366,,,FALSE,Green,5,Landscape,
\HJMIRAQ6Fi,HJMIRAQ6Fi 002.JPG,366,,,TRUE,Blue,,Portrait,
\HJMIRAQ6Fi,HJMIRAQ6Fi 003.JPG,366,,,TRUE,Blue,,Portrait,
\HJMIRAQ6Fi,HJMIRAQ6Fi 004.JPG,366,,,TRUE,Blue,,Portrait,
\HJMIRAQ6Fi,HJMIRAQ6Fi 005.JPG,366,,,TRUE,Blue,,Portrait,
\HJMIRAQ6Fi,HJMIRAQ6Fi 006.JPG,366,,,TRUE,Blue,,Portrait,
\HJMIRAQ6Fi,HJMIRAQ6Fi 007.JPG,366,,,TRUE,Blue,,Portrait,
\HJMIRAQ6Fi,HJMIRAQ6Fi 008.JPG,366,,,TRUE,Blue,,Portrait,
\HJMIRAQ6Fi,HJMIRAQ6Fi 009.JPG,366,,,TRUE,Blue,,Portrait,
\HJMIRAQ6Fi,HJMIRAQ6Fi 010.JPG,366,,,FALSE,,,Landscape,
\HJMIRAQ6Fi,HJMIRAQ6Fi 011.JPG,366,,,FALSE,,,Landscape,
\HJMIRAQ6Fi,HJMIRAQ6Fi 012.JPG,366,,,FALSE,,,Landscape,
\HJMIRAQ6Fi,HJMIRAQ6Fi 013.JPG,366,,,TRUE,,,Portrait,RekognitionShotTooCloseShotTooWideFail
\HJMIRAQ6Fi,HJMIRAQ6Fi 014.JPG,366,,,TRUE,Blue,,Portrait,
\HJMIRAQ6Fi,HJMIRAQ6Fi 015.JPG,366,,,TRUE,,,Portrait,RekognitionShotTooCloseShotTooWideFail
\HJMIRAQ6Fi,HJMIRAQ6Fi 016.JPG,366,,,FALSE,,,Landscape,
\HJMIRAQ6Fi,HJMIRAQ6Fi 017.JPG,366,,,TRUE,,,Portrait,RekognitionShotTooCloseShotTooWideFail
\HJMIRAQ6Fi,HJMIRAQ6Fi 018.JPG,366,,,TRUE,,,Portrait,RekognitionShotTooCloseShotTooWideFail
\HJMIRAQ6Fi,HJMIRAQ6Fi 019.JPG,366,,,FALSE,,,Landscape,
\HJMIRAQ6Fi,HJMIRAQ6Fi 020.JPG,366,,,FALSE,,,Landscape,
\HJMIRAQ6Fi,HJMIRAQ6Fi 021.JPG,366,,,FALSE,,,Landscape,
\HJMIRAQ6Fi,HJMIRAQ6Fi 022.JPG,366,,,TRUE,Blue,,Portrait,
\HJMIRAQ6Fi,HJMIRAQ6Fi 023.JPG,366,,,TRUE,,,Portrait,RekognitionShotTooCloseShotTooWideFail
\HJMIRAQ6Fi,HJMIRAQ6Fi 024.JPG,361,,,FALSE,Green,5,Landscape,
\HJMIRAQ6Fi,HJMIRAQ6Fi 025.JPG,361,,,TRUE,Blue,,Portrait,
\HJMIRAQ6Fi,HJMIRAQ6Fi 026.JPG,361,,,TRUE,Blue,,Portrait,
\HJMIRAQ6Fi,HJMIRAQ6Fi 027.JPG,361,,,TRUE,Blue,,Portrait,
\HJMIRAQ6Fi,HJMIRAQ6Fi 028.JPG,361,,,TRUE,Blue,,Portrait,
\HJMIRAQ6Fi,HJMIRAQ6Fi 029.JPG,361,,,TRUE,Blue,,Portrait,
\HJMIRAQ6Fi,HJMIRAQ6Fi 030.JPG,361,,,TRUE,Blue,,Portrait,
\HJMIRAQ6Fi,HJMIRAQ6Fi 031.JPG,361,,,TRUE,Blue,,Portrait,
\HJMIRAQ6Fi,HJMIRAQ6Fi 032.JPG,361,,,FALSE,,,Landscape,
\HJMIRAQ6Fi,HJMIRAQ6Fi 033.JPG,361,,,FALSE,,,Landscape,
\HJMIRAQ6Fi,HJMIRAQ6Fi 034.JPG,361,,,FALSE,,,Landscape,
\HJMIRAQ6Fi,HJMIRAQ6Fi 035.JPG,361,,,TRUE,,,Portrait,RekognitionShotTooCloseShotTooWideFail
\HJMIRAQ6Fi,HJMIRAQ6Fi 036.JPG,361,,,TRUE,Blue,,Portrait,
\HJMIRAQ6Fi,HJMIRAQ6Fi 037.JPG,361,,,TRUE,,,Portrait,RekognitionShotTooCloseShotTooWideFail
\HJMIRAQ6Fi,HJMIRAQ6Fi 038.JPG,361,,,TRUE,,,Portrait,RekognitionShotTooCloseShotTooWideFail
\HJMIRAQ6Fi,HJMIRAQ6Fi 039.JPG,361,,,TRUE,,,Portrait,RekognitionShotTooCloseShotTooWideFail
\HJMIRAQ6Fi,HJMIRAQ6Fi 040.JPG,361,,,TRUE,Blue,,Portrait,
\HJMIRAQ6Fi,HJMIRAQ6Fi 041.JPG,361,,,FALSE,,,Landscape,
\HJMIRAQ6Fi,HJMIRAQ6Fi 042.JPG,361,,,FALSE,,,Landscape,
\HJMIRAQ6Fi,HJMIRAQ6Fi 043.JPG,361,,,FALSE,,,Landscape,
\HJMIRAQ6Fi,HJMIRAQ6Fi 044.JPG,377,,,FALSE,Green,5,Landscape,
\HJMIRAQ6Fi,HJMIRAQ6Fi 045.JPG,377,,,TRUE,Blue,,Portrait,
\HJMIRAQ6Fi,HJMIRAQ6Fi 046.JPG,377,,,TRUE,Blue,,Portrait,
\HJMIRAQ6Fi,HJMIRAQ6Fi 047.JPG,377,,,TRUE,Blue,,Portrait,
\HJMIRAQ6Fi,HJMIRAQ6Fi 048.JPG,377,,,TRUE,Blue,,Portrait,
\HJMIRAQ6Fi,HJMIRAQ6Fi 049.JPG,377,,,TRUE,Blue,,Portrait,
\HJMIRAQ6Fi,HJMIRAQ6Fi 050.JPG,377,,,TRUE,Blue,,Portrait,
\HJMIRAQ6Fi,HJMIRAQ6Fi 051.JPG,377,,,TRUE,Blue,,Portrait,
\HJMIRAQ6Fi,HJMIRAQ6Fi 052.JPG,377,,,TRUE,Blue,,Portrait,
\HJMIRAQ6Fi,HJMIRAQ6Fi 053.JPG,377,,,TRUE,,,Portrait,RekognitionShotTooCloseShotTooWideFail
\HJMIRAQ6Fi,HJMIRAQ6Fi 054.JPG,377,,,FALSE,,,Landscape,
\HJMIRAQ6Fi,HJMIRAQ6Fi 055.JPG,377,,,FALSE,,,Landscape,
\HJMIRAQ6Fi,HJMIRAQ6Fi 056.JPG,377,,,TRUE,,,Portrait,RekognitionShotTooCloseShotTooWideFail
\HJMIRAQ6Fi,HJMIRAQ6Fi 057.JPG,377,,,FALSE,,,Landscape,
\HJMIRAQ6Fi,HJMIRAQ6Fi 058.JPG,377,,,TRUE,,,Portrait,RekognitionShotTooCloseShotTooWideFail
\HJMIRAQ6Fi,HJMIRAQ6Fi 059.JPG,377,,,TRUE,Blue,,Portrait,
\HJMIRAQ6Fi,HJMIRAQ6Fi 060.JPG,377,,,TRUE,,,Portrait,RekognitionShotTooCloseShotTooWideFail
\HJMIRAQ6Fi,HJMIRAQ6Fi 061.JPG,377,,,TRUE,,,Portrait,RekognitionShotTooCloseShotTooWideFail
\HJMIRAQ6Fi,HJMIRAQ6Fi 062.JPG,377,,,FALSE,,,Landscape,
\HJMIRAQ6Fi,HJMIRAQ6Fi 063.JPG,377,,,FALSE,,,Landscape,
\HJMIRAQ6Fi,HJMIRAQ6Fi 064.JPG,377,,,TRUE,Blue,,Portrait,
\HJMIRAQ6Fi,HJMIRAQ6Fi 065.JPG,357,,,FALSE,Green,5,Landscape,
\HJMIRAQ6Fi,HJMIRAQ6Fi 066.JPG,357,,,TRUE,Blue,,Portrait,
\HJMIRAQ6Fi,HJMIRAQ6Fi 067.JPG,357,,,TRUE,Blue,,Portrait,
\HJMIRAQ6Fi,HJMIRAQ6Fi 068.JPG,357,,,TRUE,Blue,,Portrait,
\HJMIRAQ6Fi,HJMIRAQ6Fi 069.JPG,357,,,TRUE,Blue,,Portrait,
